institution_id,country,country_code,name_canonical,name_display,institution_name_norm,legacy_ids,aliases
1,UK,GB,115th Leicester Scouts,115th Leicester Scouts,115th leicester scouts,"[""583""]",[]
2,UK,GB,11th St Marylebone Scout Group,11th St Marylebone Scout Group,11th st marylebone scout group,"[""1345""]",[]
3,UK,GB,1st Bromley Al-Emaan Centre Scouts,1st Bromley Al-Emaan Centre Scouts,1st bromley al emaan centre scouts,"[""1346""]",[]
4,UK,GB,1st Cathays Al-Huda Beavers,1st Cathays Al-Huda Beavers,1st cathays al huda beavers,"[""1347""]",[]
5,Germany,DE,1st Cathays Al-Huda Scouts - Germany,1st Cathays Al-Huda Scouts - Germany,1st cathays al huda scouts germany,"[""232""]",[]
6,South Africa,ZA,1st Cathays Al-Huda Scouts - South Africa,1st Cathays Al-Huda Scouts - South Africa,1st cathays al huda scouts south africa,"[""391""]",[]
7,UK,GB,1st Cathays Al-Huda Scouts - UK,1st Cathays Al-Huda Scouts - UK,1st cathays al huda scouts uk,"[""546""]",[]
8,USA,US,1st Cathays Al-Huda Scouts - USA,1st Cathays Al-Huda Scouts - USA,1st cathays al huda scouts usa,"[""843""]",[]
9,UK,GB,23rd West Lothian Alhuda,23rd West Lothian Alhuda,23rd west lothian alhuda,"[""635""]",[]
10,UK,GB,30th Purley Scouts group,30th Purley Scouts group,30th purley scouts group,"[""1273""]",[]
11,UK,GB,313th Scouts,313th Scouts,313th scouts,"[""547""]",[]
12,UK,GB,333MAFScouts,333MAFScouts,333mafscouts,"[""1348""]",[]
13,Canada,CA,7 peppers grill,7 peppers grill,7 peppers grill,"[""1349""]",[]
14,USA,US,7 Skies Junk Disposal,7 Skies Junk Disposal,7 skies junk disposal,"[""1049""]",[]
15,Germany,DE,7hills,7hills,7hills,"[""276""]",[]
16,UK,GB,Abdullah Quilliam Society,Abdullah Quilliam Society,abdullah quilliam society,"[""1274""]",[]
17,UK,GB,Abertay Univeristy,Abertay Univeristy,abertay univeristy,"[""1350""]",[]
18,UK,GB,Abertay Univeristy,Abertay Univeristy,abertay univeristy,"[""471""]",[]
19,UK,GB,AC ISoc,AC ISoc,ac isoc,"[""1351""]",[]
20,Qatar,QA,Academic Bridge Program,Academic Bridge Program,academic bridge program,"[""1167""]",[]
21,Germany,DE,Adala e. V.,Adala e. V.,adala e v,"[""233""]",[]
22,USA,US,Adelphi MSA - Farmingdale,Adelphi MSA - Farmingdale,adelphi msa farmingdale,"[""705""]",[]
23,USA,US,Adelphi MSA - Garden City,Adelphi MSA - Garden City,adelphi msa garden city,"[""657""]",[]
24,USA,US,Adelphi University,Adelphi University,adelphi university,"[""1352""]",[]
25,Canada,CA,AEM Marie-Victorin,AEM Marie-Victorin,aem marie victorin,"[""1275""]",[]
26,Qatar,QA,AFG College with the University of Aberdeen,AFG College with the University of Aberdeen,afg college with the university of aberdeen,"[""351""]",[]
27,Canada,CA,Afghan Student Association at York University,Afghan Student Association at York University,afghan student association at york university,"[""1276""]",[]
28,USA,US,Afghan Student Association at York University MSA UCF,Afghan Student Association at York University MSA UCF,afghan student association at york university msa ucf,"[""893""]",[]
29,Germany,DE,Afghanisch-Islamischer Kulturverein Wiesbaden,Afghanisch-Islamischer Kulturverein Wiesbaden,afghanisch islamischer kulturverein wiesbaden,"[""247""]",[]
30,Germany,DE,Afia (ambitionierte Förderung interkultureller Akademiker),Afia (ambitionierte Förderung interkultureller Akademiker),afia ambitionierte f rderung interkultureller akademiker,"[""1354""]",[]
31,UK,GB,Afifah High School,Afifah High School,afifah high school,"[""554""]",[]
32,South Africa,ZA,Africa Unite,Africa Unite,africa unite,"[""401""]",[]
33,Germany,DE,African Muslim Union Hannover e. V. (Masjid Taqwah),African Muslim Union Hannover e. V. (Masjid Taqwah),african muslim union hannover e v masjid taqwah,"[""1355""]",[]
34,Canada,CA,Agincourt Collegiate Institute,Agincourt Collegiate Institute,agincourt collegiate institute,"[""70""]",[]
35,UK,GB,AGSB Islamix Society,AGSB Islamix Society,agsb islamix society,"[""1356""]",[]
36,UK,GB,AHMA Girls’ Group,AHMA Girls’ Group,ahma girls group,"[""562""]",[]
37,Malaysia,MY,Akademi Awesome Archery,Akademi Awesome Archery,akademi awesome archery,"[""325""]",[]
38,Germany,DE,Akhwat Germany & Seeds of Hope,Akhwat Germany & Seeds of Hope,akhwat germany seeds of hope,"[""182""]",[]
39,USA,US,Akimusalat,Akimusalat,akimusalat,"[""816""]",[]
40,South Africa,ZA,Al Azhar High School,Al Azhar High School,al azhar high school,"[""395""]",[]
41,Germany,DE,Al Furqan e.V.,Al Furqan e.V.,al furqan e v,"[""261""]",[]
42,UK,GB,Al furqan primary school,Al furqan primary school,al furqan primary school,"[""1358""]",[]
43,Ireland,IE,Al hikma girls,Al hikma girls,al hikma girls,"[""284""]",[]
44,Qatar,QA,Al Maha Academy for Boys,Al Maha Academy for Boys,al maha academy for boys,"[""1359""]",[]
45,Qatar,QA,Al Maha Academy for Girls,Al Maha Academy for Girls,al maha academy for girls,"[""1360""]",[]
46,Canada,CA,Al Muselimah,Al Muselimah,al muselimah,"[""1277""]",[]
47,Ireland,IE,Al Qanitaat,Al Qanitaat,al qanitaat,"[""302""]",[]
48,UK,GB,Al Rahma Masjid,Al Rahma Masjid,al rahma masjid,"[""1361""]",[]
49,Ireland,IE,Al Rahman Youth Group,Al Rahman Youth Group,al rahman youth group,"[""310""]",[]
50,Qatar,QA,Al Rayyan International University (Stenden),Al Rayyan International University (Stenden),al rayyan international university stenden,"[""366""]",[]
51,Malaysia,MY,Al-abrar,Al-abrar,al abrar,"[""1363""]",[]
52,South Africa,ZA,Al-Azhar High School,Al-Azhar High School,al azhar high school,"[""1364""]",[]
53,USA,US,Al-Basha Market & Grill,Al-Basha Market & Grill,al basha market grill,"[""1059""]",[]
54,UK,GB,Al-Furqan Primary School,Al-Furqan Primary School,al furqan primary school,"[""541""]",[]
55,USA,US,Al-Ghazaly Jr/Sr High School,Al-Ghazaly Jr/Sr High School,al ghazaly jr sr high school,"[""801""]",[]
56,USA,US,Al-Ihsan Academy,Al-Ihsan Academy,al ihsan academy,"[""1365""]",[]
57,Other,OTHER,Al-Iman Youth,Al-Iman Youth,al iman youth,"[""341""]",[]
58,USA,US,Al-Mamoor School,Al-Mamoor School,al mamoor school,"[""759""]",[]
59,USA,US,Al-Noor Academy,Al-Noor Academy,al noor academy,"[""853""]",[]
60,USA,US,Al-Noor school,Al-Noor school,al noor school,"[""785""]",[]
61,Canada,CA,Al-Raya,Al-Raya,al raya,"[""89""]",[]
62,Canada,CA,Al-Rijal,Al-Rijal,al rijal,"[""170""]",[]
63,South Africa,ZA,Al-Saudi Bakery,Al-Saudi Bakery,al saudi bakery,"[""433""]",[]
64,Canada,CA,Al-Taqwa Academy,Al-Taqwa Academy,al taqwa academy,"[""1278""]",[]
65,USA,US,Albert Einstein College of Medicine MSA,Albert Einstein College of Medicine MSA,albert einstein college of medicine msa,"[""1366""]",[]
66,Germany,DE,ALC,ALC,alc,"[""183""]",[]
67,UK,GB,Alloa Madrasdah,Alloa Madrasdah,alloa madrasdah,"[""589""]",[]
68,South Africa,ZA,ALMAZ Projects and maintence,ALMAZ Projects and maintence,almaz projects and maintence,"[""431""]",[]
69,USA,US,Alpha Lambda Mu at Ohio State,Alpha Lambda Mu at Ohio State,alpha lambda mu at ohio state,"[""990""]",[]
70,Uganda,UG,Alsalam Charity foundation,Alsalam Charity foundation,alsalam charity foundation,"[""1368""]",[]
71,UK,GB,Altrincham & Hale Muslim Association,Altrincham & Hale Muslim Association,altrincham hale muslim association,"[""1369""]",[]
72,UK,GB,Altrincham Grammar School for Boys,Altrincham Grammar School for Boys,altrincham grammar school for boys,"[""506""]",[]
73,UK,GB,Altrincham Grammar School for Girls,Altrincham Grammar School for Girls,altrincham grammar school for girls,"[""513""]",[]
74,UK,GB,Alzaria Botanicals,Alzaria Botanicals,alzaria botanicals,"[""613""]",[]
75,USA,US,Amader Shopno,Amader Shopno,amader shopno,"[""892""]",[]
76,Canada,CA,Amal Youth and Family Centre Inc.,Amal Youth and Family Centre Inc.,amal youth and family centre inc,"[""165""]",[]
77,Canada,CA,Amalna,Amalna,amalna,"[""335""]",[]
78,Germany,DE,Amana Fragrances,Amana Fragrances,amana fragrances,"[""1370""]",[]
79,USA,US,American Muslim Medical Students Association NY/NJ,American Muslim Medical Students Association NY/NJ,american muslim medical students association ny nj,"[""1371""]",[]
80,USA,US,American University,American University,american university,"[""1372""]",[]
81,Other,OTHER,American University of the Caribbean School of Medicine,American University of the Caribbean School of Medicine,american university of the caribbean school of medicine,"[""339""]",[]
82,USA,US,Amherst College Muslim Students Association,Amherst College Muslim Students Association,amherst college muslim students association,"[""773""]",[]
83,USA,US,AMMSA NY,AMMSA NY,ammsa ny,"[""745""]",[]
84,USA,US,Amnesty International,Amnesty International,amnesty international,"[""1279""]",[]
85,South Africa,ZA,AMR Youth,AMR Youth,amr youth,"[""460""]",[]
86,Canada,CA,AMUS,AMUS,amus,"[""33""]",[]
87,UK,GB,Anaqa Inspired,Anaqa Inspired,anaqa inspired,"[""619""]",[]
88,UK,GB,Anglia Ruskin University,Anglia Ruskin University,anglia ruskin university,"[""522""]",[]
89,UK,GB,Anglia Ruskin University (ARU) Chelmsford,Anglia Ruskin University (ARU) Chelmsford,anglia ruskin university aru chelmsford,"[""1373""]",[]
90,UK,GB,Anglia Ruskin University (Chelmsford),Anglia Ruskin University (Chelmsford),anglia ruskin university chelmsford,"[""491""]",[]
91,Germany,DE,Annur Moschee (JA.Com),Annur Moschee (JA.Com),annur moschee ja com,"[""1115""]",[]
92,South Africa,ZA,Ansarul islam,Ansarul islam,ansarul islam,"[""456""]",[]
93,Germany,DE,Anwari Charity,Anwari Charity,anwari charity,"[""1280""]",[]
94,South Africa,ZA,APAX,APAX,apax,"[""410""]",[]
95,UK,GB,Archbishop Blanch School,Archbishop Blanch School,archbishop blanch school,"[""1281""]",[]
96,USA,US,Arizona State University MSA,Arizona State University MSA,arizona state university msa,"[""807""]",[]
97,USA,US,ARKanum Boston,ARKanum Boston,arkanum boston,"[""830""]",[]
98,UK,GB,Armoured London,Armoured London,armoured london,"[""622""]",[]
99,South Africa,ZA,ART FOR AID,ART FOR AID,art for aid,"[""428""]",[]
100,Germany,DE,ArtbyKlams,ArtbyKlams,artbyklams,"[""1153""]",[]
101,USA,US,Artist Ummah,Artist Ummah,artist ummah,"[""926""]",[]
102,UK,GB,Arup Connect Cultures Muslim Network,Arup Connect Cultures Muslim Network,arup connect cultures muslim network,"[""534""]",[]
103,UK,GB,Arwa Artwork,Arwa Artwork,arwa artwork,"[""618""]",[]
104,Germany,DE,As-Salam Moschee,As-Salam Moschee,as salam moschee,"[""274""]",[]
105,Canada,CA,ASA at western University,ASA at western University,asa at western university,"[""1374""]",[]
106,Germany,DE,ASES,ASES,ases,"[""1282""]",[]
107,South Africa,ZA,Aspire To Do More,Aspire To Do More,aspire to do more,"[""390""]",[]
108,Germany,DE,Assalam Moschee Lübeck,Assalam Moschee Lübeck,assalam moschee l beck,"[""252""]",[]
109,Canada,CA,Association des Ã©tudiants musulmans de l'UQAM,Association des Ã©tudiants musulmans de l'UQAM,association des tudiants musulmans de l uqam,"[""24""]",[]
110,Canada,CA,Association des Étudiantes et Étudiants Musulmans de l'Université Laval (AÉMUL) from Université Laval,Association des Étudiantes et Étudiants Musulmans de l'Université Laval (AÉMUL) from Université Laval,association des tudiantes et tudiants musulmans de l universit laval a mul from universit laval,"[""1375""]",[]
111,Canada,CA,Association des étudiants musulmans de l'UQAM,Association des étudiants musulmans de l'UQAM,association des tudiants musulmans de l uqam,"[""1376""]",[]
112,South Africa,ZA,Aswaatul Islam nasheed group,Aswaatul Islam nasheed group,aswaatul islam nasheed group,"[""463""]",[]
113,USA,US,At-Ghazaly Jr/Sr high school,At-Ghazaly Jr/Sr high school,at ghazaly jr sr high school,"[""1377""]",[]
114,Germany,DE,Atfalu Moon,Atfalu Moon,atfalu moon,"[""1378""]",[]
115,USA,US,AU MSA,AU MSA,au msa,"[""808""]",[]
116,South Africa,ZA,Auckland Park Learning Centre,Auckland Park Learning Centre,auckland park learning centre,"[""404""]",[]
117,USA,US,Auraria MSA,Auraria MSA,auraria msa,"[""1379""]",[]
118,Germany,DE,Awliya Events,Awliya Events,awliya events,"[""1380""]",[]
119,South Africa,ZA,Azadville Muslim School,Azadville Muslim School,azadville muslim school,"[""1381""]",[]
120,South Africa,ZA,Azhar Fisheries and Take-aways,Azhar Fisheries and Take-aways,azhar fisheries and take aways,"[""426""]",[]
121,USA,US,Babson College,Babson College,babson college,"[""1262""]",[]
122,Canada,CA,BADR,BADR,badr,"[""1283""]",[]
123,Canada,CA,Bangladesh Students Association Utsc,Bangladesh Students Association Utsc,bangladesh students association utsc,"[""1382""]",[]
124,UK,GB,Bangor Sisters in Islam,Bangor Sisters in Islam,bangor sisters in islam,"[""1383""]",[]
125,Canada,CA,Barakat Restaurant,Barakat Restaurant,barakat restaurant,"[""1088""]",[]
126,Canada,CA,Barcelos,Barcelos,barcelos,"[""181""]",[]
127,USA,US,Bard High School Early College Queens - Jackson Heights,Bard High School Early College Queens - Jackson Heights,bard high school early college queens jackson heights,"[""1384""]",[]
128,USA,US,Bard Highschool Early College Queens - Long Island City,Bard Highschool Early College Queens - Long Island City,bard highschool early college queens long island city,"[""1385""]",[]
129,UK,GB,"Barnet School, Girls","Barnet School, Girls",barnet school girls,"[""603""]",[]
130,UK,GB,Barnet schools,Barnet schools,barnet schools,"[""1386""]",[]
131,UK,GB,Barts and The London School of Medicine and Dentistry,Barts and The London School of Medicine and Dentistry,barts and the london school of medicine and dentistry,"[""1387""]",[]
132,USA,US,Baruch College Muslim Student Association,Baruch College Muslim Student Association,baruch college muslim student association,"[""1388""]",[]
133,UK,GB,Bath University Islamic Society,Bath University Islamic Society,bath university islamic society,"[""1389""]",[]
134,USA,US,bay path university,bay path university,bay path university,"[""866""]",[]
135,USA,US,Baylor College of Medicine,Baylor College of Medicine,baylor college of medicine,"[""947""]",[]
136,USA,US,BBQ NITE,BBQ NITE,bbq nite,"[""875""]",[]
137,USA,US,BC MSA,BC MSA,bc msa,"[""1390""]",[]
138,UK,GB,BCU,BCU,bcu,"[""1391""]",[]
139,UK,GB,BDO UK LLP,BDO UK LLP,bdo uk llp,"[""502""]",[]
140,USA,US,Beacon of Wellness Alliance,Beacon of Wellness Alliance,beacon of wellness alliance,"[""956""]",[]
141,Pakistan,PK,Beaconhouse College Programme (BCP) North Campus,Beaconhouse College Programme (BCP) North Campus,beaconhouse college programme bcp north campus,"[""345""]",[]
142,UK,GB,Beauchamp City Sixth Form,Beauchamp City Sixth Form,beauchamp city sixth form,"[""1215""]",[]
143,UK,GB,Beauchamp College,Beauchamp College,beauchamp college,"[""623""]",[]
144,Canada,CA,Bedford Road Collegiate MSA,Bedford Road Collegiate MSA,bedford road collegiate msa,"[""1393""]",[]
145,UK,GB,Belcan Engineering Services UK Ltd,Belcan Engineering Services UK Ltd,belcan engineering services uk ltd,"[""1195""]",[]
146,UK,GB,Belfast Islamic Centre,Belfast Islamic Centre,belfast islamic centre,"[""1394""]",[]
147,Qatar,QA,Belgravia High School,Belgravia High School,belgravia high school,"[""1284""]",[]
148,Germany,DE,Believers of Hope,Believers of Hope,believers of hope,"[""221""]",[]
149,USA,US,Bellaire Muslim Student Association,Bellaire Muslim Student Association,bellaire muslim student association,"[""1395""]",[]
150,USA,US,Belmont University,Belmont University,belmont university,"[""974""]",[]
151,USA,US,"Benedictine University (Lisle, IL)","Benedictine University (Lisle, IL)",benedictine university lisle il,"[""1396""]",[]
152,USA,US,Bentley University,Bentley University,bentley university,"[""1228""]",[]
153,USA,US,Bergen County Academies,Bergen County Academies,bergen county academies,"[""1397""]",[]
154,South Africa,ZA,Big Boy Wierda Park,Big Boy Wierda Park,big boy wierda park,"[""447""]",[]
155,Germany,DE,Bildungs- und Begegnungsverein Freiburg,Bildungs- und Begegnungsverein Freiburg,bildungs und begegnungsverein freiburg,"[""265""]",[]
156,South Africa,ZA,Bishops Diocesan College,Bishops Diocesan College,bishops diocesan college,"[""1398""]",[]
157,UK,GB,Blackstones Estates,Blackstones Estates,blackstones estates,"[""595""]",[]
158,USA,US,Bladi brew,Bladi brew,bladi brew,"[""874""]",[]
159,South Africa,ZA,Bloemfontien Womens Forum,Bloemfontien Womens Forum,bloemfontien womens forum,"[""388""]",[]
160,South Africa,ZA,Blondies and brownies,Blondies and brownies,blondies and brownies,"[""464""]",[]
161,UK,GB,Bon cafe Liverpool,Bon cafe Liverpool,bon cafe liverpool,"[""628""]",[]
162,Canada,CA,Booza emessa,Booza emessa,booza emessa,"[""1400""]",[]
163,Malaysia,MY,BORA ON THE STREET,BORA ON THE STREET,bora on the street,"[""316""]",[]
164,Germany,DE,Bosniakisch-Deutsche Gemeinde Karlsruhe e.V.,Bosniakisch-Deutsche Gemeinde Karlsruhe e.V.,bosniakisch deutsche gemeinde karlsruhe e v,"[""1285""]",[]
165,Germany,DE,Bosnische Moschee Kirchheim,Bosnische Moschee Kirchheim,bosnische moschee kirchheim,"[""1286""]",[]
166,USA,US,Boston College MSA,Boston College MSA,boston college msa,"[""881""]",[]
167,USA,US,Boston University,Boston University,boston university,"[""1402""]",[]
168,USA,US,Bowdoin College,Bowdoin College,bowdoin college,"[""1403""]",[]
169,USA,US,Bowdoin College MSA,Bowdoin College MSA,bowdoin college msa,"[""1003""]",[]
170,UK,GB,BPP Islamic Society,BPP Islamic Society,bpp islamic society,"[""1404""]",[]
171,USA,US,Brandeis University,Brandeis University,brandeis university,"[""1405""]",[]
172,USA,US,Bridgewater State University Muslim Student Association,Bridgewater State University Muslim Student Association,bridgewater state university muslim student association,"[""1406""]",[]
173,Qatar,QA,Bright Future International School,Bright Future International School,bright future international school,"[""1169""]",[]
174,UK,GB,Bright Stars Nursery,Bright Stars Nursery,bright stars nursery,"[""545""]",[]
175,USA,US,Brighter Horizons Academy,Brighter Horizons Academy,brighter horizons academy,"[""1407""]",[]
176,UK,GB,Bring Grit  Coaching,Bring Grit  Coaching,bring grit coaching,"[""611""]",[]
177,Canada,CA,Brock Muslim Students Association,Brock Muslim Students Association,brock muslim students association,"[""1408""]",[]
178,USA,US,Brockport Muslim Students Association,Brockport Muslim Students Association,brockport muslim students association,"[""1409""]",[]
179,UK,GB,Brondesbury College for Boys,Brondesbury College for Boys,brondesbury college for boys,"[""592""]",[]
180,UK,GB,Brondesbury Girls,Brondesbury Girls,brondesbury girls,"[""604""]",[]
181,USA,US,Brooklyn College,Brooklyn College,brooklyn college,"[""1410""]",[]
182,USA,US,Broward College Central Campus,Broward College Central Campus,broward college central campus,"[""1411""]",[]
183,USA,US,Broward College North Campus,Broward College North Campus,broward college north campus,"[""775""]",[]
184,USA,US,Brown University,Brown University,brown university,"[""912""]",[]
185,UK,GB,Cadbury Sixth Form College,Cadbury Sixth Form College,cadbury sixth form college,"[""1212""]",[]
186,Germany,DE,Café Türkis,Café Türkis,caf t rkis,"[""1149""]",[]
187,USA,US,Cal Poly Pomona MSA,Cal Poly Pomona MSA,cal poly pomona msa,"[""1412""]",[]
188,USA,US,Cal State Fullerton,Cal State Fullerton,cal state fullerton,"[""1413""]",[]
189,USA,US,California State University of Los Angeles,California State University of Los Angeles,california state university of los angeles,"[""1414""]",[]
190,UK,GB,Cambridge University Islamic Society,Cambridge University Islamic Society,cambridge university islamic society,"[""1415""]",[]
191,Canada,CA,Campbell Collegiate,Campbell Collegiate,campbell collegiate,"[""86""]",[]
192,Canada,CA,Canada Palestine Cultural Association,Canada Palestine Cultural Association,canada palestine cultural association,"[""1105""]",[]
193,Canada,CA,Canadian Global Care on Campus,Canadian Global Care on Campus,canadian global care on campus,"[""1416""]",[]
194,Canada,CA,Cancer Care Association,Cancer Care Association,cancer care association,"[""1417""]",[]
195,USA,US,Canisius University,Canisius University,canisius university,"[""835""]",[]
196,UK,GB,Cann Hall Masjid,Cann Hall Masjid,cann hall masjid,"[""1418""]",[]
197,Canada,CA,Cape Breton University,Cape Breton University,cape breton university,"[""158""]",[]
198,UK,GB,Capgemini,Capgemini,capgemini,"[""1419""]",[]
199,Canada,CA,Capilano University,Capilano University,capilano university,"[""172""]",[]
200,UK,GB,Cardinal Newman college,Cardinal Newman college,cardinal newman college,"[""1420""]",[]
201,USA,US,Cardozo HS MSA,Cardozo HS MSA,cardozo hs msa,"[""654""]",[]
202,Canada,CA,Carleton University Muslim Students' Association,Carleton University Muslim Students' Association,carleton university muslim students association,"[""1089""]",[]
203,USA,US,Carnegie Mellon University MSA,Carnegie Mellon University MSA,carnegie mellon university msa,"[""726""]",[]
204,UK,GB,Cattle and smoke,Cattle and smoke,cattle and smoke,"[""630""]",[]
205,USA,US,CCNY Muslim Student Organization,CCNY Muslim Student Organization,ccny muslim student organization,"[""1421""]",[]
206,Canada,CA,Centennial College,Centennial College,centennial college,"[""1110""]",[]
207,USA,US,Center DC,Center DC,center dc,"[""877""]",[]
208,USA,US,Central Connecticut State University MSA,Central Connecticut State University MSA,central connecticut state university msa,"[""1422""]",[]
209,Canada,CA,Centre Islamique de Rimouski,Centre Islamique de Rimouski,centre islamique de rimouski,"[""176""]",[]
210,Canada,CA,Centre SALEM,Centre SALEM,centre salem,"[""1287""]",[]
211,Canada,CA,Champlain College Saint-Lambert,Champlain College Saint-Lambert,champlain college saint lambert,"[""1084""]",[]
212,USA,US,Chapman,Chapman,chapman,"[""776""]",[]
213,Germany,DE,Charity Girls,Charity Girls,charity girls,"[""1116""]",[]
214,Other,OTHER,Charity Girls,Charity Girls,charity girls,"[""1116""]",[]
215,Germany,DE,Charity Nour,Charity Nour,charity nour,"[""1117""]",[]
216,Germany,DE,Charity Week Kids,Charity Week Kids,charity week kids,"[""277""]",[]
217,Canada,CA,Charles P. Allen High School Muslim Student Association,Charles P. Allen High School Muslim Student Association,charles p allen high school muslim student association,"[""151""]",[]
218,USA,US,Chatham University,Chatham University,chatham university,"[""1038""]",[]
219,USA,US,Chatham University MSA,Chatham University MSA,chatham university msa,"[""1038""]",[]
220,UK,GB,Cheadle Masjid,Cheadle Masjid,cheadle masjid,"[""557""]",[]
221,USA,US,Chicago Math and Science Academy,Chicago Math and Science Academy,chicago math and science academy,"[""1066""]",[]
222,USA,US,Children of Adam,Children of Adam,children of adam,"[""1424""]",[]
223,USA,US,chUNC Cookies,chUNC Cookies,chunc cookies,"[""748""]",[]
224,Canada,CA,CID,CID,cid,"[""1425""]",[]
225,USA,US,Cinegroove,Cinegroove,cinegroove,"[""1010""]",[]
226,Canada,CA,Circle kiwanis international uofc,Circle kiwanis international uofc,circle kiwanis international uofc,"[""58""]",[]
227,UK,GB,CISA,CISA,cisa,"[""1426""]",[]
228,USA,US,Clark University,Clark University,clark university,"[""1263""]",[]
229,USA,US,Clemson MSA,Clemson MSA,clemson msa,"[""906""]",[]
230,USA,US,Cleveland State University Muslim Student Association,Cleveland State University Muslim Student Association,cleveland state university muslim student association,"[""1427""]",[]
231,Ireland,IE,CMI - Confident Muslims Ireland,CMI - Confident Muslims Ireland,cmi confident muslims ireland,"[""299""]",[]
232,Qatar,QA,CMUQ,CMUQ,cmuq,"[""1428""]",[]
233,Germany,DE,Coexist e.V.,Coexist e.V.,coexist e v,"[""244""]",[]
234,USA,US,College of Staten Island,College of Staten Island,college of staten island,"[""1430""]",[]
235,USA,US,Collin College MSA,Collin College MSA,collin college msa,"[""1431""]",[]
236,USA,US,Columbia Graduate Muslim Student Association (GMSA),Columbia Graduate Muslim Student Association (GMSA),columbia graduate muslim student association gmsa,"[""1005""]",[]
237,USA,US,Columbia Mailman School of Public Health,Columbia Mailman School of Public Health,columbia mailman school of public health,"[""1432""]",[]
238,USA,US,Columbia University,Columbia University,columbia university,"[""1222""]",[]
239,USA,US,Columbia University (CUIMC),Columbia University (CUIMC),columbia university cuimc,"[""736""]",[]
240,USA,US,COMET Houston,COMET Houston,comet houston,"[""887""]",[]
241,Germany,DE,commonsplace.de,commonsplace.de,commonsplace de,"[""280""]",[]
242,Qatar,QA,Community College Qatar (CCQ),Community College Qatar (CCQ),community college qatar ccq,"[""1433""]",[]
243,Canada,CA,Community Engagement Project (CEP),Community Engagement Project (CEP),community engagement project cep,"[""1103""]",[]
244,UK,GB,Complete property care Liverpool ltd,Complete property care Liverpool ltd,complete property care liverpool ltd,"[""627""]",[]
245,South Africa,ZA,Continental Take-aways,Continental Take-aways,continental take aways,"[""425""]",[]
246,USA,US,Cooper Union Muslim Student Association,Cooper Union Muslim Student Association,cooper union muslim student association,"[""1434""]",[]
247,USA,US,Cornell University,Cornell University,cornell university,"[""1219""]",[]
248,Canada,CA,Council of Muslim men at St-Laurent,Council of Muslim men at St-Laurent,council of muslim men at st laurent,"[""57""]",[]
249,UK,GB,Coventry University ISOC,Coventry University ISOC,coventry university isoc,"[""508""]",[]
250,USA,US,CPP MSA,CPP MSA,cpp msa,"[""938""]",[]
251,South Africa,ZA,CPUT Bellville MSA,CPUT Bellville MSA,cput bellville msa,"[""419""]",[]
252,Germany,DE,Creating Charity,Creating Charity,creating charity,"[""1118""]",[]
253,Pakistan,PK,Credo College,Credo College,credo college,"[""342""]",[]
254,Pakistan,PK,Credo School,Credo School,credo school,"[""344""]",[]
255,UK,GB,Crème De La Capture,Crème De La Capture,cr me de la capture,"[""620""]",[]
256,Canada,CA,Crescent Heights High School MYC,Crescent Heights High School MYC,crescent heights high school myc,"[""1435""]",[]
257,USA,US,CSUF MSA,CSUF MSA,csuf msa,"[""672""]",[]
258,USA,US,Csunmsa,Csunmsa,csunmsa,"[""689""]",[]
259,USA,US,CU Boulder MSA,CU Boulder MSA,cu boulder msa,"[""685""]",[]
260,Qatar,QA,CUC-Ulster,CUC-Ulster,cuc ulster,"[""1437""]",[]
261,USA,US,CUNY Baruch College - NYC,CUNY Baruch College - NYC,cuny baruch college nyc,"[""668""]",[]
262,USA,US,CUNY Baruch College - Queens,CUNY Baruch College - Queens,cuny baruch college queens,"[""1043""]",[]
263,USA,US,CUNY Baruch College - Yonkers,CUNY Baruch College - Yonkers,cuny baruch college yonkers,"[""1071""]",[]
264,USA,US,CUNY Brooklyn College,CUNY Brooklyn College,cuny brooklyn college,"[""750""]",[]
265,USA,US,CUNY City College of New York - Manhattan,CUNY City College of New York - Manhattan,cuny city college of new york manhattan,"[""663""]",[]
266,USA,US,CUNY City College of New York - Ridgewood,CUNY City College of New York - Ridgewood,cuny city college of new york ridgewood,"[""976""]",[]
267,USA,US,CUNY College of Staten Island MSA,CUNY College of Staten Island MSA,cuny college of staten island msa,"[""660""]",[]
268,USA,US,CUNY Lehman College - Bronx,CUNY Lehman College - Bronx,cuny lehman college bronx,"[""684""]",[]
269,USA,US,CUNY York College,CUNY York College,cuny york college,"[""1226""]",[]
270,South Africa,ZA,Cupboards on Call,Cupboards on Call,cupboards on call,"[""438""]",[]
271,Malaysia,MY,CW Official - Malaysia,CW Official - Malaysia,cw official malaysia,"[""324""]",[]
272,USA,US,Cypress Bay high school,Cypress Bay high school,cypress bay high school,"[""1034""]",[]
273,Canada,CA,Dalhousie Muslim Student Association,Dalhousie Muslim Student Association,dalhousie muslim student association,"[""1439""]",[]
274,Canada,CA,Dalhousie Palestinian Society,Dalhousie Palestinian Society,dalhousie palestinian society,"[""1288""]",[]
275,Canada,CA,Dalhousie’s African Students’ Association,Dalhousie’s African Students’ Association,dalhousie s african students association,"[""1440""]",[]
276,USA,US,Dallas Muslim Running Club,Dallas Muslim Running Club,dallas muslim running club,"[""1289""]",[]
277,South Africa,ZA,Dar at Ta'aawun,Dar at Ta'aawun,dar at ta aawun,"[""451""]",[]
278,South Africa,ZA,Dareena Hijabs,Dareena Hijabs,dareena hijabs,"[""432""]",[]
